Conversation ID,Entry ID,Actor,Original Text,Translated Text [es],Original Menu,Translated Menu [es],Description
1,69,Player,,,Do you want it or not?,¿Lo quieres o no?,
1,70,Nugget,"Yes, of course Nugget wants it!<kgwait> And Nugget will be in the play! Nugget will be an actor!","¡Sí, claro que Nugget lo quiere!<kgwait> ¡Y Nugget estará en la obra! ¡Nugget será un actor!",,,
1,71,Player,,,"Break a leg, Nugget.","Suerte, Nugget.",
1,72,Nugget,Nugget appreciates the Nugget of Friendship.<sup>TM</sup> Nugget looks forward to being a child of red hoods.,Nugget aprecia el Nugget de la Amistad.<sup>TM</sup> Nugget espera con ansias ser un niño de caperuza roja.,,,
1,73,Player,,,Same bruh.,"Igual, bro.",
1,74,Player,,,Wanna be in a play?,¿Quieres estar en una obra?,
1,75,Nugget,Nugget supposes since his goo friend ate goo.,Nugget supone que es porque su amigo de goo comió goo.,,,
1,76,Player,,,Is that a yes?,¿Eso es un sí?,
1,77,Nugget,Nugget will sign the paper. Nugget will be a thespian!,Nugget firmará el papel. ¡Nugget será un thespian!,,,
1,78,Player,,,Good for you Nugget.,"Bien por ti, Nugget.",
1,79,Nugget,Oh my.<kgwait=1> Yes... Nugget's friend is too late. Nugget's friend should have eaten goo earlier so he had time to get help before the bell rang.,"Oh, vaya.<kgwait=1> Sí... El amigo de Nugget llegó demasiado tarde. El amigo de Nugget debió haber comido goo antes para tener tiempo de pedir ayuda antes de que sonara la campana.",,,
1,80,Player,,,I think I'm gonna-,Creo que voy a...,
1,81,Player,,,Smell this.,Huele esto.,
1,82,Nugget,A-<kgwait> A-<kgwait> A flower?!<kgwait> This flower... <kgwait>it is reminding Nugget of things. Of a time before the goo.,A-<kgwait> ¿Una flor?!<kgwait> Esta flor... <kgwait>le recuerda a Nugget cosas. Un tiempo antes del goo.,,,
1,83,Player,,,Like two minutes ago?,¿Como hace dos minutos?,
1,84,Nugget,Such distant memories.<kgwait> Alas.,Recuerdos tan lejanos.<kgwait> Ay.,,,
1,85,Player,,,Alas.,Ay.,
1,86,Nugget,Nugget is starting to feel quite odd after sniffing the-,Nugget empieza a sentirse muy raro después de oler la...,,,
1,87,Nugget,<size=100>AAAAAAAAAAAAHHHHHHHHHH!!!</size>,<size=100>AAAAAAAAAAAAHHHHHHHHHH!!!</size>,,,
1,88,Player,,,What's wrong?,¿Qué pasa?,
1,89,Nugget,What's wrong?! Look at poor Nugget!<kgwait> Nugget is covered in goo! Nugget needs to get the goo off!,¿Qué pasa?! ¡Mira al pobre Nugget!<kgwait> ¡Nugget está cubierto de goo! ¡Nugget necesita quitarse el goo!,,,
1,90,Player,,,Good idea.,Buena idea.,
1,91,Teacher,"<wave>Excuse me, pardon me. Oh, child in my care,<kgwait><br>The bell has not yet rung, so you can't go in there!</wave>","<wave>Disculpa, permiso. Oh, niño a mi cargo,<kgwait><br>La campana no ha sonado, así que no puedes entrar, te lo encargo!</wave>",,,
1,92,Nugget,But Nugget is covered in goo!<kgwait> Nugget does not wish to be covered in goo any longer!,¡Pero Nugget está cubierto de goo!<kgwait> ¡Nugget ya no quiere estar cubierto de goo!,,,
1,93,Teacher,<wave>I understand that you're covered in goo and ick!<kgwait><br>But I won't let you inside because you don't seem sick!</wave>,"<wave>Entiendo que estás cubierto de goo y asco,<kgwait><br>¡Pero no te dejo entrar porque no veo ningún frasco!</wave> (Pero no te dejo entrar porque no pareces enfermo)",,,
1,94,Nugget,Surely the sing-song lady will let Nugget inside!,¡Seguro que la señora cantarina dejará entrar a Nugget!,,,
1,95,Teacher,<wave>Perhaps I could. Perhaps I may.<kgwait><br>I'll let you in if you'll star in a play!</wave>,<wave>Quizás podría. Quizás sí.<kgwait><br>¡Te dejo entrar si actúas para mí!</wave>,,,
1,96,Nugget,"Yes, Nugget will do anything to remove the goo. Now can Nugget please go inside?","Sí, Nugget hará lo que sea por quitarse el goo. ¿Ahora puede Nugget entrar, por favor?",,,
1,97,Teacher,<wave>Not so fast! Not so quick!<kgwait><br>You have to decide which play to pick!</wave>,"<wave>¡No tan rápido! ¡No tan veloz!<kgwait><br>¡Tienes que decidir qué obra hacer, por Dios!</wave>",,,
1,98,Nugget,Nugget does not care which play!,¡A Nugget no le importa qué obra!,,,
1,99,Teacher,"<wave>Well, until you can name a play, I fear...<kgwait><br>You're going to have to stay right here.</wave>","<wave>Pues hasta que digas una obra, lo lamento,<kgwait><br>Vas a tener que quedarte aquí, lo siento.</wave>",,,
1,100,Nugget,Nugget is growing frustrated.,Nugget se está frustrando.,,,
1,101,Teacher,,,,,
1,102,Nugget,Nugget is growing increasingly frustrated with the sing-song teacher lady. Does Nugget's flower friend know any plays?,Nugget se está frustrando cada vez más con la señora maestra cantarina. ¿El amigo flor de Nugget conoce alguna obra?,,,
1,103,Player,,,I do.,Sí.,
1,104,Player,,,Nope.,No.,
1,105,Nugget,Aha!<kgwait> Nugget will pick one from this book!<kgwait> Nugget will do Romeo and Juliet!,¡Ajá!<kgwait> ¡Nugget elegirá una de este libro!<kgwait> ¡Nugget hará Romeo y Julieta!,,,
1,106,Teacher,<wave>An excellent choice! I'm thrilled you know!<kgwait><br>You'll make a wonderful Shakespearean Romeo!</wave>,<wave>¡Excelente elección! ¡Qué emoción saberlo!<kgwait><br>¡Serás un Romeo shakesperiano de modelo!</wave>,,,
1,107,Nugget,"Yes, yes.<kgwait> Nugget will be great. Now can Nugget go inside?","Sí, sí.<kgwait> Nugget será genial. ¿Ahora puede Nugget entrar?",,,
1,108,Teacher,"<wave>Yes, you may, but heed my call.<kgwait><br>If you don't do the play, you'll get study hall!</wave>","<wave>Sí puedes, pero escucha mi voz.<kgwait><br>¡Si no actúas, te vas a detención, atroz!</wave> (¡Si no haces la obra, tendrás hora de estudio!)",,,
1,109,Nugget,Nugget agrees to the sing-song lady's demands. Farewell.,Nugget acepta las exigencias de la señora cantarina. Adiós.,,,
1,110,Teacher,,,,,
1,111,Teacher,"<wave>I was going to put on the play, Little Red...<kgwait><br>But you would make a fantastic Romeo instead!</wave>",<wave>Iba a montar la obra de Caperucita Roja...<kgwait><br>¡Pero tú serías un Romeo mejor que cualquiera!</wave>,,,
1,112,Player,,,Here.,Aquí.,
1,113,Nugget,"This is a very peculiar Nugget of Friendship.<sup>TM</sup> It is green like goo and yet, not of goo at all.","Este es un Nugget de la Amistad muy peculiar.<sup>TM</sup> Es verde como el goo y, sin embargo, no es de goo.",,,
1,114,Player,,,Do you want it?,¿Lo quieres?,
1,115,Nugget,No. Nugget prefers his nuggets a cripsy brown color.,No. Nugget prefiere sus nuggets de color marrón crujiente.,,,
1,116,Player,,,Fair enough.,Me parece justo.,
2,0,Player,,,,,
2,1,Cindy,I can't believe it. What an absolute idiot.,No me lo creo. Qué idiota total.,,,
2,2,Player,,,What's got you so annoyed?,¿Qué te tiene tan molesta?,
2,3,Player,,,Nope. Not getting involved.,Nope. No me meto en eso.,
2,4,Cindy,Ugh. It's that girl over there! She's growing vegetables! Ew! Not vegan!,Ugh. ¡Es esa niña de allá! ¡Está cultivando verduras! ¡Puaj! ¡Eso no es vegano!,,,
2,5,Player,,,She wants to be your friend.,Ella quiere ser tu amiga.,
2,6,Player,,,"Still don't know what that means, huh?","¿Todavía no sabes qué significa eso, eh?",
2,7,Cindy,Shut it. Go away if you love vegetables so much.,Cállate. Vete si te gustan tanto las verduras.,,,
2,8,Player,,,I guess I will.,Supongo que lo haré.,
2,9,Cindy,Hahaha! What?! That'll be the day! Me being friends with Vegetable Veronica over there!,¡Jajaja! ¿¡Qué?! ¡Eso sí que sería raro! ¡Yo siendo amiga de la Verdulera Verónica de allá!,,,
2,10,Player,,,Her name is Emmy.,Se llama Emmy.,
2,11,Cindy,Yeah? Well she's about to have a lot of work to do!,¿Sí? ¡Pues está a punto de tener mucho trabajo!,,,
2,12,Player,,,She is?,"¿Ah, sí?",
2,13,Cindy,,,,,
2,14,Cindy,"Hey there, Garden Greta!<kgwait> I heard you wanted some help over here!","¡Hola, Greta la Jardinera!<kgwait> ¡Escuché que querías ayuda por aquí!",,,
2,16,Emmy,"Oh! Actually my name is Emmy, but yes I could-","¡Oh! En realidad me llamo Emmy, pero sí podría—",,,
2,18,Cindy,Great! Lemme just get rid of these horrible vegetables for you so we can make room for some flowers!,¡Genial! ¡Déjame deshacerme de estas verduras horribles para que tengamos espacio para flores!,,,
2,20,Emmy,"Wait, no! That's not what I want you to-","¡Espera, no! ¡Eso no es lo que quiero que—!",,,
2,21,Emmy,,,,,
2,22,Emmy,<size=100>MY CARROTS!!</size>,<size=100>¡¡MIS ZANAHORIAS!!</size>,,,
2,23,Emmy,,,,,
2,24,Emmy,<size=100>MY CABBAGES!!</size>,<size=100>¡¡MIS REPOLLOS!!</size>,,,
2,25,Emmy,,,,,
2,26,Emmy,<size=100>MY WILL TO LIVE!!</size>,<size=100>¡¡MIS GANAS DE VIVIR!!</size>,,,
2,28,Emmy,"You've ruined everything, you little flytrap! I'll never forgive you!","¡Arruinaste todo, pequeña atrapamoscas! ¡Nunca te lo voy a perdonar!",,,
2,30,Cindy,"Yeah, yeah. Pipe down. So how do we get flowers growing in here?","Sí, sí. Ya bájale. Entonces, ¿cómo hacemos para que crezcan flores aquí?",,,
2,32,Emmy,<size=100>WAAAAAAAHH!!</size>,<size=100>¡¡WAAAAAAAHH!!</size>,,,
2,34,Cindy,Wait!<kgwait=0.5> Come back!<kgwait=0.5> I need you to tell me how to make flowers!,¡Espera!<kgwait=0.5> ¡Vuelve!<kgwait=0.5> ¡Necesito que me digas cómo hacer flores!,,,
2,36,Cindy,"Oh, forget it. What a waste of time.","Bah, olvídalo. Qué pérdida de tiempo.",,,
2,37,Cindy,,,,,
2,40,Cindy,I can't believe I muddied my shoes just so Broccoli Becky can flake on me.,No puedo creer que ensucié mis zapatos solo para que Brócoli Becky me deje plantada.,,,
2,41,Player,,,Yeah. Unbelievable.,Sí. Increíble.,
2,42,Player,,,Was the spit necessary?,¿Era necesario escupir?,
2,43,Cindy,"Ummm... <kgwait=0.5>plants need water, don't they?","Ummm... <kgwait=0.5>las plantas necesitan agua, ¿no?",,,
2,44,Player,,,I guess they do.,Supongo que sí.,
2,45,Cindy,Oh my gosh! Be still my beating heart!,"¡Ay, Dios mío! ¡Que no se me salga el corazón!",,,
2,46,Player,,,If only...,Si tan solo...,
2,47,Cindy,Bite me. Anyway... <kgwait=0.5>did you see that? That boy just threw a rock at that stupid vegetable girl.,Muérdeme. En fin... <kgwait=0.5>¿viste eso? Ese niño le tiró una piedra a la tonta niña de las verduras.,,,
2,48,Player,,,I think it was an accident.,Creo que fue un accidente.,
2,49,Cindy,It wasn't. Trust me. I've thrown a lot of rocks at girls in my day.,No lo fue. Créeme. He tirado muchas piedras a niñas en mi vida.,,,
2,50,Player,,,Delightful.,Encantador.,
2,51,Cindy,You should totally introduce me. I love a bad boy.,Deberías presentármelo. Me encantan los chicos malos.,,,
2,52,Player,,,Maybe.,Tal vez.,
2,53,Player,,,Wanna be in a play?,¿Quieres estar en una obra?,
2,54,Cindy,A play? Why the heck would I want to do that?,¿Una obra? ¿Por qué demonios querría hacer eso?,,,
2,55,Player,,,You'll be famous.,Serás famosa.,
2,56,Player,,,You'll get flowers thrown at you.,Te lanzarán flores.,
2,57,Player,,,You'll get all the boys' attention.,Tendrás la atención de todos los niños.,
2,59,Cindy,"I suppose I could get a jump start on becoming a celebrity. I wasn't going to star in my first major movie until I was six, but this could be a good stepping stone.","Supongo que podría empezar mi carrera de celebridad antes. No iba a protagonizar mi primera película importante hasta los seis, pero esto podría ser un buen primer paso.",,,
2,61,Cindy,You know I love my flowers. Fine.<kgwait> I'll be in your stupid play.,Sabes que amo mis flores. Está bien.<kgwait> Estaré en tu estúpida obra.,,,
2,62,Cindy,"Not that I have a problem with that right now anyway, but a popularity boost couldn't hurt. Fine. I'll be in your stupid play.","No es que me moleste ahora mismo, pero un poco más de popularidad no me haría daño. Está bien. Estaré en tu estúpida obra.",,,
2,63,Player,,,Break a leg.,Mucha suerte.,
2,64,Cindy,Haha. Not if I break yours first.,Jaja. No si te rompo la pierna primero.,,,
2,65,Player,,,It'll be a good career move.,Será bueno para tu carrera.,
2,66,Cindy,Fine. I'll be in your stupid play.,Está bien. Estaré en tu estúpida obra.,,,
2,67,Player,,,(Walk away with my unbroken legs.),(Me voy caminando con mis piernas enteras.),
2,68,Cindy,I can't believe I'm gonna be famous already. This play better not suck.,No puedo creer que ya voy a ser famosa. Más vale que esta obra no apeste.,,,
2,69,Player,,,Here's hoping.,A ver si hay suerte.,
2,70,Cindy,Hey!<kgwait> What gives?!,¡Oye!<kgwait> ¿Qué te pasa?!,,,
2,71,Cindy,,,,,
2,72,Cindy,"I just don't get you, Greenhouse Gertrude.","No te entiendo, Gertrudis del Invernadero.",,,
2,73,Emmy,No. I don't think you do.,No. No creo que lo hagas.,,,
2,74,Cindy,"I've spat on, stomped, and stole everything you've cared about today!<kgwait> How can you still be trying to fix it? Just accept that I'm prettier than you!","¡Hoy he escupido, pisoteado y robado todo lo que te importa!<kgwait> ¿Cómo puedes seguir intentando arreglarlo? ¡Solo acepta que soy más bonita que tú!",,,
2,75,Emmy,"Well, that's the thing about plants I don't think you get..","Bueno, eso es lo que pasa con las plantas, y creo que no lo entiendes...",,,
2,76,Emmy,Unless you get the root...,A menos que saques la raíz...,,,
2,77,Emmy,<size=100>THEY TEND TO GROW BACK!!</size>,<size=100>¡¡SUELEN VOLVER A CRECER!!</size>,,,
2,78,Emmy,,,,,
2,79,Cindy,,,,,
2,80,Cindy,*Hngh*<kgwait> All of this...<kgwait> you're still just an ugly gardener.,*Hngh*<kgwait> Todo esto...<kgwait> sigues siendo solo una jardinera fea.,,,
2,81,Cindy,,,,,
2,82,Cindy,Just...<kgwait> just..<kgwait> an-,Solo...<kgwait> solo...<kgwait> una-,,,
2,83,Emmy,"I think we've heard enough out of you, Fertilizer Farrah.","Creo que ya hemos escuchado suficiente de ti, Farrah Fertilizante.",,,
2,84,Cindy,,,,,
2,85,Player,,,Wanna be Red Riding Hood?,¿Quieres ser Caperucita Roja?,
2,86,Cindy,Wow. That's kinda messed up.,Guau. Eso está medio retorcido.,,,
2,87,Player,,,It is?,¿Sí?,
2,88,Cindy,Yeah. My grandma was actually eaten by wolves. It was really messed up...,Sí. A mi abuela de verdad se la comieron los lobos. Fue muy retorcido...,,,
2,89,Player,,,"Oh, I'm sorr-","Oh, lo sien-",
2,90,Cindy,How she cut me out of the will!<kgwait> I'm still mad that greedy old wench left me with nothing!,¡Cómo me dejó fuera del testamento!<kgwait> ¡Todavía estoy enojada de que esa vieja codiciosa no me dejó nada!,,,
2,91,Player,,,So that's a 'no'?,¿Entonces es un 'no'?,
2,92,Cindy,"Unless you know a really good estate attorney, yeah. It's a 'no.'","A menos que conozcas a un muy buen abogado de herencias, sí. Es un 'no'.",,,
2,93,Player,,,Okay then.,Bueno entonces.,
2,94,Cindy,C'mon!<kgwait> My mom is always late picking me up anyway! Just have your fancy driver drop me off at home!,¡Vamos!<kgwait> ¡Mi mamá siempre llega tarde a recogerme! ¡Haz que tu chofer elegante me deje en mi casa!,,,
2,95,Felix,Absolutely not!<kgwait> Driverton is on strict orders to take me directly to and from this awful establishment and nothing more. Now get away from me.,"¡Absolutamente no!<kgwait> Driverton tiene órdenes estrictas de llevarme directo a esta horrible institución y de regreso, y nada más. Ahora aléjate de mí.",,,
2,96,Cindy,Killjoy!,¡Aguafiestas!,,,
2,97,Felix,He is shockingly late.<kgwait> Do you think the school actually informed our guardians of the early dismissal?,Está sorprendentemente tarde.<kgwait> ¿Crees que la escuela realmente avisó a nuestros tutores sobre la salida anticipada?,,,
2,98,Cindy,"I've learned to expect less than the bare minimum of these schools, so I'm gonna say 'no.'","He aprendido a esperar menos que el mínimo de estas escuelas, así que voy a decir que 'no'.",,,
2,99,Felix,*Ugh*<kgwait> Not much more to do than wait I suppose.,"*Ugh*<kgwait> No queda mucho más que hacer que esperar, supongo.",,,
2,100,Cindy,,,,,
2,101,Cindy,Wow!<kgwait> That was great!,¡Guau!<kgwait> ¡Eso estuvo genial!,,,
2,102,Player,,,What was?,¿Qué cosa?,
2,103,Player,,,I'm not interested.,No me interesa.,
2,104,Cindy,That girl getting hit in the face with the rock!<kgwait> Maybe this new school won't be as bad as the last one.,¡Esa chica que se llevó una piedra en la cara!<kgwait> Tal vez esta escuela nueva no sea tan mala como la anterior.,,,
2,105,Player,,,Yeah... maybe.,Sí... tal vez.,
3,0,Player,,,,,
3,1,Emmy,Hello! My name is Emmy! Welcome to my garden! Please watch your step. I don't want the vegetables to get hurt!,"¡Hola! ¡Me llamo Emmy! ¡Bienvenido a mi jardín! Por favor, mira por dónde pisas. ¡No quiero que las verduras se lastimen!",,,
3,2,Player,,,This seems like a lot of work.,Esto parece mucho trabajo.,
3,3,Player,,,(Leave her to her garden.),(Deja que cuide su jardín.),
3,4,Emmy,"Oh goodness, it is! Some of the other girls and I used to take turns taking care of it, but most of them got pulled out after what happened yesterday.","¡Ay, sí que lo es! Algunas de las otras niñas y yo solíamos turnarnos para cuidarlo, pero la mayoría se fue después de lo que pasó ayer.",,,
3,5,Player,,,What happened yesterday?,¿Qué pasó ayer?,
3,6,Player,,,Do you want some help?,¿Quieres ayuda?,
3,7,Player,,,It was nice meeting you.,Fue un gusto conocerte.,
3,8,Emmy,"Oh, that would be wonderful!<kgwait> But... <kgwait>um... <kgwait>it is a bit of a tradition around here for the girls to tend to the garden. Could you maybe introduce me to one of the girls from your other school?","¡Oh, eso sería maravilloso!<kgwait> Pero... <kgwait>eh... <kgwait>es una tradición por aquí que las niñas cuiden el jardín. ¿Tal vez podrías presentarme a alguna de las niñas de tu otra escuela?",,,
3,9,Player,,,Sure.,Claro.,
3,10,Player,,,No thanks.,"No, gracias.",
3,11,Emmy,So many crazy things! Apparently there's been a lot of kids going missing and two schools this week have been exposed for experimenting on them!,"¡Un montón de cosas locas! Al parecer, han desaparecido muchos niños y esta semana dos escuelas fueron expuestas por experimentar con ellos.",,,
3,12,Player,,,That is crazy.,Eso sí que está loco.,
3,13,Emmy,"Yeah, I know! And now our principal has gone missing, a lot of the kids at this school got pulled out, you guys got sent here, and our old janitor is the substitute principal!","¡Sí, lo sé! Y ahora nuestro director ha desaparecido, sacaron a muchos niños de esta escuela, ustedes llegaron aquí, ¡y nuestro viejo conserje ahora es el director suplente!",,,
3,14,Emmy,"Oh, thank you! I can't wait to meet one of your friends! Just send her over here and I'll teach her how to take care of the garden!","¡Oh, gracias! ¡No puedo esperar para conocer a una de tus amigas! ¡Solo mándala para acá y le enseñaré cómo cuidar el jardín!",,,
3,15,Player,,,(Go find her a friend.),(Ve a buscarle una amiga.),
3,17,Emmy,,,,,
3,18,Player,,,What was the old principal like?,¿Cómo era el antiguo director?,
3,19,Player,,,What's the new principal like?,¿Cómo es el nuevo director?,
3,20,Emmy,"Oh, I always liked him. He was heartbroken when Alice went missing. I wish he was here to see that she's okay.","Oh, siempre me cayó bien. Estaba destrozado cuando Alice desapareció. Ojalá estuviera aquí para ver que ella está bien.",,,
3,21,Player,,,Anything else?,¿Algo más?,
3,22,Emmy,"No, not really. He was just a nice man. You could talk to Davey if you want to know more. He's the kid by the pond. The old principal was his dad.","No, no mucho. Solo era un buen hombre. Puedes hablar con Davey si quieres saber más. Es el niño junto al estanque. El director anterior era su papá.",,,
3,23,Player,,,Thanks for the tip.,Gracias por el dato.,
3,24,Emmy,I never really liked him. He's kind of a creep. Always skulking around and yelling at us for doing kid stuff. It's weird that he's in charge now.,A mí nunca me gustó. Es medio raro. Siempre anda merodeando y gritándonos por hacer cosas de niños. Es raro que ahora esté a cargo.,,,
3,25,Player,,,Why?,¿Por qué?,
3,26,Emmy,Uh... <kgwait>cause he used to be the janitor?! I mean... <kgwait>shouldn't we have a vice principal or something?,Eh... <kgwait>¡porque antes era el conserje?! O sea... <kgwait>¿no deberíamos tener un subdirector o algo así?,,,
3,27,Player,,,Oh yeah. What's up with that?,"Ah, sí. ¿Qué onda con eso?",
3,28,Emmy,"I know! Anyway, I would steer clear of him. He's a kid hater.","¡Lo sé! De todos modos, yo me mantendría lejos de él. Odia a los niños.",,,
3,29,Emmy,"Oh, okay. Let me know if you change your mind.","Ah, bueno. Avísame si cambias de opinión.",,,
3,30,Player,,,Will do.,Lo haré.,
3,35,Emmy,Have you found anyone yet? I could really use a feminine touch on these vegetables.,¿Ya encontraste a alguien? De verdad necesito un toque femenino para estas verduras.,,,
3,36,Player,,,Still looking.,Sigo buscando.,
3,43,Cindy,"Woah, those are some ugly plants. Almost as ugly as you, Eggplant Edna.","Guau, esas plantas sí que son feas. Casi tan feas como tú, Berenjena Edna.",,,
3,44,Emmy,"Oh yes, Doomed Donna. They can be quite ugly, but nothing compares to what you're about to be.","Oh sí, Condenada Donna. Pueden ser bastante feas, pero nada se compara con lo que tú vas a ser.",,,
3,45,Cindy,Bring it on!<kgwait> I'm not afraid of some overgrown salad made by Hibiscus Hannah-,¡Dale!<kgwait> No le tengo miedo a una ensalada gigante hecha por Hibisco Hannah-,,,
3,46,Emmy,,,,,
3,47,Cindy,OW!<kgwait> Stop!<kgwait> Jeez!<kgwait>,¡AY!<kgwait> ¡Para!<kgwait> ¡Caray!<kgwait>,,,
3,48,Emmy,"I'll call them off if you say you're sorry, Beat-up Brittney.","Las haré parar si pides perdón, Golpeada Brittney.",,,
3,49,Emmy,,,,,
3,50,Cindy,Ouch!<kgwait> Okay! Fine!<kgwait> I'm sorry you're ugly and have a stupid hobby!,¡Auch!<kgwait> ¡Está bien! ¡Ya!<kgwait> ¡Siento que seas fea y que tengas un pasatiempo tonto!,,,
3,51,Emmy,"Wow, Stubborn Susan. That was not the apology I was looking for.","Vaya, Terca Susan. Esa no era la disculpa que quería.",,,
3,52,Cindy,,,,,
3,53,Emmy,"Thank you, my friends.<kgwait> Let her nourish you.","Gracias, amigas mías.<kgwait> Déjala que las alimente.",,,
3,54,Emmy,,,,,
3,55,Emmy,"There. It's done.<kgwait> Goodbye, my friends.","Listo. Está hecho.<kgwait> Adiós, amigas mías.",,,
3,56,PlayerCharacter,,,,,
3,57,Emmy,"Oh, wow! Would you look at that!","¡Uy, mira eso!",,,
3,58,Emmy,,,,,
3,60,Emmy,"Oh, good!<kgwait> You're still here.","¡Ah, bien!<kgwait> Sigues aquí.",,,
3,62,Player,,,That was a lot.,Eso fue mucho.,
3,66,Player,,,What is it?,¿Qué es?,
3,67,Emmy,It's a rare white flower!<kgwait> These are so hard to grow here. It's really good at combatting the effects of goo! The rabbits also hate them.,"¡Es una flor blanca rara!<kgwait> Es muy difícil de cultivar aquí. Es muy buena para combatir los efectos del goo. Además, los conejos las odian.",,,
3,68,Player,,,That's neat.,Qué genial.,
3,69,Emmy,I want you to have it as a thank you for being so rosy to me today.,Quiero que la tengas como agradecimiento por ser tan amable conmigo hoy.,,,
3,70,Player,,,Cool beans.,Genial.,
3,71,Emmy,Yeah!<kgwait> Beans are cool!,¡Sí!<kgwait> ¡Los frijoles son geniales!,,,
3,72,Player,,,That's not what I-,Eso no es lo que yo-,
3,73,Emmy,See you tomorrow!,¡Nos vemos mañana!,,,
3,74,Player,,,"Bye, Emmy.","Adiós, Emmy.",
3,75,Emmy,Yeah. Do you think I took it too far?,Sí. ¿Crees que me pasé?,,,
