Conversation ID,Entry ID,Actor,Original Text,Translated Text [es],Original Menu,Translated Menu [es],Description
1,115,Nugget,No. Nugget prefers his nuggets a cripsy brown color.,,,,
1,116,Player,,,Fair enough.,,
2,0,Player,,,,,
2,1,Cindy,I can't believe it. What an absolute idiot.,,,,
2,2,Player,,,What's got you so annoyed?,,
2,3,Player,,,Nope. Not getting involved.,,
2,4,Cindy,Ugh. It's that girl over there! She's growing vegetables! Ew! Not vegan!,,,,
2,5,Player,,,She wants to be your friend.,,
2,6,Player,,,"Still don't know what that means, huh?",,
2,7,Cindy,Shut it. Go away if you love vegetables so much.,,,,
2,8,Player,,,I guess I will.,,
2,9,Cindy,Hahaha! What?! That'll be the day! Me being friends with Vegetable Veronica over there!,,,,
2,10,Player,,,Her name is Emmy.,,
2,11,Cindy,Yeah? Well she's about to have a lot of work to do!,,,,
2,12,Player,,,She is?,,
2,13,Cindy,,,,,
2,14,Cindy,"Hey there, Garden Greta!<kgwait> I heard you wanted some help over here!",,,,
2,16,Emmy,"Oh! Actually my name is Emmy, but yes I could-",,,,
2,18,Cindy,Great! Lemme just get rid of these horrible vegetables for you so we can make room for some flowers!,,,,
2,20,Emmy,"Wait, no! That's not what I want you to-",,,,
2,21,Emmy,,,,,
2,22,Emmy,<size=100>MY CARROTS!!</size>,,,,
2,23,Emmy,,,,,
2,24,Emmy,<size=100>MY CABBAGES!!</size>,,,,
2,25,Emmy,,,,,
2,26,Emmy,<size=100>MY WILL TO LIVE!!</size>,,,,
2,28,Emmy,"You've ruined everything, you little flytrap! I'll never forgive you!",,,,
2,30,Cindy,"Yeah, yeah. Pipe down. So how do we get flowers growing in here?",,,,
2,32,Emmy,<size=100>WAAAAAAAHH!!</size>,,,,
2,34,Cindy,Wait!<kgwait=0.5> Come back!<kgwait=0.5> I need you to tell me how to make flowers!,,,,
2,36,Cindy,"Oh, forget it. What a waste of time.",,,,
2,37,Cindy,,,,,
2,40,Cindy,I can't believe I muddied my shoes just so Broccoli Becky can flake on me.,,,,
2,41,Player,,,Yeah. Unbelievable.,,
2,42,Player,,,Was the spit necessary?,,
2,43,Cindy,"Ummm... <kgwait=0.5>plants need water, don't they?",,,,
2,44,Player,,,I guess they do.,,
2,45,Cindy,Oh my gosh! Be still my beating heart!,,,,
2,46,Player,,,If only...,,
2,47,Cindy,Bite me. Anyway... <kgwait=0.5>did you see that? That boy just threw a rock at that stupid vegetable girl.,,,,
2,48,Player,,,I think it was an accident.,,
2,49,Cindy,It wasn't. Trust me. I've thrown a lot of rocks at girls in my day.,,,,
2,50,Player,,,Delightful.,,
2,51,Cindy,You should totally introduce me. I love a bad boy.,,,,
2,52,Player,,,Maybe.,,
2,53,Player,,,Wanna be in a play?,,
2,54,Cindy,A play? Why the heck would I want to do that?,,,,
2,55,Player,,,You'll be famous.,,
2,56,Player,,,You'll get flowers thrown at you.,,
2,57,Player,,,You'll get all the boys' attention.,,
2,59,Cindy,"I suppose I could get a jump start on becoming a celebrity. I wasn't going to star in my first major movie until I was six, but this could be a good stepping stone.",,,,
2,61,Cindy,You know I love my flowers. Fine.<kgwait> I'll be in your stupid play.,,,,
2,62,Cindy,"Not that I have a problem with that right now anyway, but a popularity boost couldn't hurt. Fine. I'll be in your stupid play.",,,,
2,63,Player,,,Break a leg.,,
2,64,Cindy,Haha. Not if I break yours first.,,,,
2,65,Player,,,It'll be a good career move.,,
2,66,Cindy,Fine. I'll be in your stupid play.,,,,
2,67,Player,,,(Walk away with my unbroken legs.),,
2,68,Cindy,I can't believe I'm gonna be famous already. This play better not suck.,,,,
2,69,Player,,,Here's hoping.,,
2,70,Cindy,Hey!<kgwait> What gives?!,,,,
2,71,Cindy,,,,,
2,72,Cindy,"I just don't get you, Greenhouse Gertrude.",,,,
2,73,Emmy,No. I don't think you do.,,,,
2,74,Cindy,"I've spat on, stomped, and stole everything you've cared about today!<kgwait> How can you still be trying to fix it? Just accept that I'm prettier than you!",,,,
2,75,Emmy,"Well, that's the thing about plants I don't think you get..",,,,
2,76,Emmy,Unless you get the root...,,,,
2,77,Emmy,<size=100>THEY TEND TO GROW BACK!!</size>,,,,
2,78,Emmy,,,,,
2,79,Cindy,,,,,
2,80,Cindy,*Hngh*<kgwait> All of this...<kgwait> you're still just an ugly gardener.,,,,
2,81,Cindy,,,,,
2,82,Cindy,Just...<kgwait> just..<kgwait> an-,,,,
2,83,Emmy,"I think we've heard enough out of you, Fertilizer Farrah.",,,,
2,84,Cindy,,,,,
2,85,Player,,,Wanna be Red Riding Hood?,,
2,86,Cindy,Wow. That's kinda messed up.,,,,
2,87,Player,,,It is?,,
2,88,Cindy,Yeah. My grandma was actually eaten by wolves. It was really messed up...,,,,
2,89,Player,,,"Oh, I'm sorr-",,
2,90,Cindy,How she cut me out of the will!<kgwait> I'm still mad that greedy old wench left me with nothing!,,,,
2,91,Player,,,So that's a 'no'?,,
2,92,Cindy,"Unless you know a really good estate attorney, yeah. It's a 'no.'",,,,
2,93,Player,,,Okay then.,,
2,94,Cindy,C'mon!<kgwait> My mom is always late picking me up anyway! Just have your fancy driver drop me off at home!,,,,
2,95,Felix,Absolutely not!<kgwait> Driverton is on strict orders to take me directly to and from this awful establishment and nothing more. Now get away from me.,,,,
2,96,Cindy,Killjoy!,,,,
2,97,Felix,He is shockingly late.<kgwait> Do you think the school actually informed our guardians of the early dismissal?,,,,
2,98,Cindy,"I've learned to expect less than the bare minimum of these schools, so I'm gonna say 'no.'",,,,
2,99,Felix,*Ugh*<kgwait> Not much more to do than wait I suppose.,,,,
2,100,Cindy,,,,,
2,101,Cindy,Wow!<kgwait> That was great!,,,,
2,102,Player,,,What was?,,
2,103,Player,,,I'm not interested.,,
2,104,Cindy,That girl getting hit in the face with the rock!<kgwait> Maybe this new school won't be as bad as the last one.,,,,
2,105,Player,,,Yeah... maybe.,,
3,0,Player,,,,,
3,1,Emmy,Hello! My name is Emmy! Welcome to my garden! Please watch your step. I don't want the vegetables to get hurt!,,,,
3,2,Player,,,This seems like a lot of work.,,
3,3,Player,,,(Leave her to her garden.),,
3,4,Emmy,"Oh goodness, it is! Some of the other girls and I used to take turns taking care of it, but most of them got pulled out after what happened yesterday.",,,,
3,5,Player,,,What happened yesterday?,,
3,6,Player,,,Do you want some help?,,
3,7,Player,,,It was nice meeting you.,,
3,8,Emmy,"Oh, that would be wonderful!<kgwait> But... <kgwait>um... <kgwait>it is a bit of a tradition around here for the girls to tend to the garden. Could you maybe introduce me to one of the girls from your other school?",,,,
3,9,Player,,,Sure.,,
3,10,Player,,,No thanks.,,
3,11,Emmy,So many crazy things! Apparently there's been a lot of kids going missing and two schools this week have been exposed for experimenting on them!,,,,
3,12,Player,,,That is crazy.,,
3,13,Emmy,"Yeah, I know! And now our principal has gone missing, a lot of the kids at this school got pulled out, you guys got sent here, and our old janitor is the substitute principal!",,,,
3,14,Emmy,"Oh, thank you! I can't wait to meet one of your friends! Just send her over here and I'll teach her how to take care of the garden!",,,,
3,15,Player,,,(Go find her a friend.),,
3,17,Emmy,,,,,
3,18,Player,,,What was the old principal like?,,
3,19,Player,,,What's the new principal like?,,
3,20,Emmy,"Oh, I always liked him. He was heartbroken when Alice went missing. I wish he was here to see that she's okay.",,,,
3,21,Player,,,Anything else?,,
3,22,Emmy,"No, not really. He was just a nice man. You could talk to Davey if you want to know more. He's the kid by the pond. The old principal was his dad.",,,,
3,23,Player,,,Thanks for the tip.,,
3,24,Emmy,I never really liked him. He's kind of a creep. Always skulking around and yelling at us for doing kid stuff. It's weird that he's in charge now.,,,,
3,25,Player,,,Why?,,
3,26,Emmy,Uh... <kgwait>cause he used to be the janitor?! I mean... <kgwait>shouldn't we have a vice principal or something?,,,,
3,27,Player,,,Oh yeah. What's up with that?,,
3,28,Emmy,"I know! Anyway, I would steer clear of him. He's a kid hater.",,,,
3,29,Emmy,"Oh, okay. Let me know if you change your mind.",,,,
3,30,Player,,,Will do.,,
3,35,Emmy,Have you found anyone yet? I could really use a feminine touch on these vegetables.,,,,
3,36,Player,,,Still looking.,,
3,43,Cindy,"Woah, those are some ugly plants. Almost as ugly as you, Eggplant Edna.",,,,
3,44,Emmy,"Oh yes, Doomed Donna. They can be quite ugly, but nothing compares to what you're about to be.",,,,
3,45,Cindy,Bring it on!<kgwait> I'm not afraid of some overgrown salad made by Hibiscus Hannah-,,,,
3,46,Emmy,,,,,
3,47,Cindy,OW!<kgwait> Stop!<kgwait> Jeez!<kgwait>,,,,
3,48,Emmy,"I'll call them off if you say you're sorry, Beat-up Brittney.",,,,
3,49,Emmy,,,,,
3,50,Cindy,Ouch!<kgwait> Okay! Fine!<kgwait> I'm sorry you're ugly and have a stupid hobby!,,,,
3,51,Emmy,"Wow, Stubborn Susan. That was not the apology I was looking for.",,,,
3,52,Cindy,,,,,
3,53,Emmy,"Thank you, my friends.<kgwait> Let her nourish you.",,,,
3,54,Emmy,,,,,
3,55,Emmy,"There. It's done.<kgwait> Goodbye, my friends.",,,,
3,56,PlayerCharacter,,,,,
3,57,Emmy,"Oh, wow! Would you look at that!",,,,
3,58,Emmy,,,,,
3,60,Emmy,"Oh, good!<kgwait> You're still here.",,,,
3,62,Player,,,That was a lot.,,
3,66,Player,,,What is it?,,
3,67,Emmy,It's a rare white flower!<kgwait> These are so hard to grow here. It's really good at combatting the effects of goo! The rabbits also hate them.,,,,
3,68,Player,,,That's neat.,,
3,69,Emmy,I want you to have it as a thank you for being so rosy to me today.,,,,
3,70,Player,,,Cool beans.,,
3,71,Emmy,Yeah!<kgwait> Beans are cool!,,,,
3,72,Player,,,That's not what I-,,
3,73,Emmy,See you tomorrow!,,,,
3,74,Player,,,"Bye, Emmy.",,
3,75,Emmy,Yeah. Do you think I took it too far?,,,,
3,76,Player,,,She's dead.,,
3,77,Emmy,I mean... <kgwait>we all become food for the earth eventually. She just did a little sooner because she was being a canker-blossom.,,,,
3,78,Player,,,Not far enough.,,
3,79,Player,,,Okay then.,,
3,80,Emmy,"Anyway, I think the plants are trying to tell me something. After they took her, they gave me this!",,,,
3,81,Emmy,"Yeah... <kgwait>I suppose they could have torn her up a little more. It would make her better fertilizer.<kgwait> We'll do that next time someone tears up my garden, steals my lunch, and takes my flowers.",,,,
3,82,Player,,,Yeah. Next time.,,
3,86,Player,,,Wanna be in a play?,,
3,87,Emmy,"Oh, I would love to!<kgwait> Please tell me we're doing Jack and the Beanstalk today!",,,,
3,88,Player,,,King Lear.,,
3,89,Emmy,Oh... <kgwait>I don't like that one.,,,,
3,90,Player,,,Why not?,,
3,91,Emmy,"If she's putting it on today, you'll find out shortly.",,,,
3,92,Player,,,I see.,,
3,93,Emmy,"I'm a little disappointed I'm not allowed to check on my flowers on the playground, but the veggies could always use more love!",,,,
3,94,Player,,,Yes they can.,,
7,0,Player,,,,,
7,3,Nugget,,,,,
7,4,Nugget,Nugget is feeling quite strange.,,,,
7,5,Player,,,That's pretty normal for you.,,
7,6,Player,,,Not my problem.,,
7,7,Nugget,Nugget's arm is feeling quite tingly!,,,,
7,8,Nugget,,,,,
7,9,Nugget,Nugget feels much better now.,,,,
7,10,Player,,,Your arm changed.,,
7,11,Player,,,I'm gonna go.,,
7,12,Nugget,What? Oh yes! Nugget's arm is different now.,,,,
7,13,Player,,,It's a claw.,,
7,14,Nugget,Perhaps the goo is trying to tell Nugget something. Nugget feels he should use the claw.,,,,
7,15,Player,,,(Back away slowly.),,
7,16,Nugget,Nugget feels better now! Nugget requires more goo!,,,,
7,17,Nugget,Nugget requires more goo to perform his role.,,,,
7,18,Player,,,I'm working on it.,,
7,19,Nugget,,,,,
7,20,Nugget,Nugget can reach the high goo! Nugget will climb! Nugget will leave the ground to which he has become accustomed and soar like a-,,,,
7,21,Teacher,"<wave>Oh, foul creature! Heed my rhyme!<kgwait><br>Unless we're doing a show, I forbid you to climb!</wave>",,,,
7,22,Nugget,But... <kgwait>but... <kgwait>Nugget needs goo!,,,,
7,23,Teacher,<wave>Then let's put on a show! Go have a look!<kgwait><br>I'm sure there's climbing a beanstalk in one of those books!</wave>,,,,
7,24,Nugget,Nugget is far too shortsighted for that. Nugget will continue desperately trying to reach the goo.,,,,
7,25,Nugget,,,,,
7,26,Nugget,"Nugget cannot reach the goo! Even with the massive plant, Nugget is bound to the Earth.",,,,
7,27,Player,,,There there.,,
7,28,Nugget,Yes! Nugget will-<kgwait> Jack will climb the beanstalk! Jack will climb for goo!,,,,
7,30,Nugget,Nugget is so-<kgwait> Jack is so close to the goo! Jack can taste it! Just a little close-,,,,
7,31,Nugget,,,,,
7,32,Nugget,"Nugget- Jack is so close, but Jack's claw...<kgwait> Jack's claw is bad for climbing.",,,,
7,34,Nugget,Ow.,,,,
7,35,Teacher,"<wave>""OW?!"" That's all you have to say after you let go?!<kgwait><br>You weren't supposed to fall off! You've ruined the show!</wave>",,,,
7,36,Nugget,"Well, maybe the sing-song teacher lady should climb the plant!<kgwait> Nugget did his best! Nugget wanted goo! Nugget's claw is bad for climbing!",,,,
7,37,Teacher,"<wave>Well, while you sit there and insult and mock,<kgwait><br>We need someone else to climb the beanstalk! ",,,,
7,38,Player,,,Hmmmm.,,
7,44,Nugget,Nugget's legs might be broken.,,,,
7,45,Player,,,I feel like you've fallen from farther...,,
7,46,Player,,,"That's rough, buddy.",,
7,47,Nugget,Yes! Onto Nugget's nuggets!<kgwait> But there were no nuggets to break Nugget's fall this time! So now Nugget's legs are broken.,,,,
7,48,Player,,,Do you want help?,,
7,49,Nugget,With what?,,,,
7,50,Player,,,Nevermind then.,,
7,51,Nugget,"Nugget sees the goo, but Nugget cannot reach the goo!",,,,
7,52,Player,,,That's probably for the best.,,
7,53,Nugget,Nugget is getting hungry.,,,,
7,54,Player,,,Are you okay?,,
7,55,Player,,,(Walk away.),,
7,56,Player,,,You're missing lunch.,,
7,57,Nugget,"Yes, Nugget is acutely aware that he is not currently feasting on nuggets.",,,,
7,58,Nugget,Nugget will survive.<kgwait> Nugget has fallen from greater heights.,,,,
7,59,Player,,,True.,,
7,60,Nugget,"That being said, perhaps Nugget could use some medical attention. Nugget is starting to feel funny.",,,,
7,61,Player,,,I'll see what I can do.,,
7,62,Teacher,"<wave>Oh, good heavens! This fills me with dread!<kgwait><br>You're supposed to be cute and sweet to play Red!</wave>",,,,
7,63,Nugget,Nugget is still cute with his claw!,,,,
7,64,Teacher,"<wave>Not cute enough to play Red, I'm afraid!<kgwait><br>Go to the nurse to get that arm some aid!</wave>",,,,
7,65,Nugget,"Nugget is feeling discriminated against, but will go to the nurse cause the goo cravings are concerning Nugget.",,,,
7,66,Nugget,,,,,
7,69,Nugget,Nugget is waiting on his wardrobe for the silly red girl play!,,,,
7,70,Player,,,Here ya go.,,
7,71,Player,,,Still working on that.,,
7,72,Nugget,Nugget feels the red! Nugget is ready to visit grandma!,,,,
7,73,Player,,,"That's great, Nugget.",,
7,101,Teacher,"<wave>Oh, how splendid! I knew you'd do good!<kgwait><br>Places everyone! It's time for Little Red Riding Hood!</wave>",,,,
7,102,Teacher,,,,,
7,103,Teacher,,,,,
7,104,Player,,,Funny how?,,
7,105,Nugget,Nugget's brain is getting foggy. Nugget only sees the goo. Nugget craves flesh.,,,,
7,106,Player,,,(Back away from Nugget.),,
7,107,Player,,,Even after smelling that flower?,,
7,108,Nugget,"Nugget had a moment of clarity, but the goo remains. Nugget likes the goo.",,,,
7,109,Player,,,Smell this.,,
7,110,Nugget,No!<kgwait> The goo tells Nugget to not smell the flower. Nugget will obey the goo.,,,,
7,111,Player,,,Okay then.,,
7,112,Nugget,"Yes, but Nugget's strangeness today is different from other days. Nugget craves more goo.",,,,
7,113,Player,,,Good luck with that.,,
7,114,Player,,,You couldn't get the goo off?,,
7,115,Nugget,"No. Nugget was defeated by the water contraption, but it's okay. Nugget prefers the goo.",,,,
7,116,Player,,,If you say so...,,
7,117,Nugget,Nugget is sad.,,,,
7,118,Player,,,Why is Nugget sad?,,
7,119,Nugget,Nugget could not get the pretty Lily out of the tree. The pretty Lily is staying there. The pretty Lily will not be Nugget's Juliet.,,,,
7,120,Player,,,Let's go get her.,,
7,121,Nugget,Nugget is horrified by his claw!<kgwait> The goo has turned Nugget into a monster!,,,,
7,122,Nugget,,,,,
7,123,Nugget,Do not look at Nugget!<kgwait> Nugget is a monster!<kgwait> LOOK AWAY!,,,,
7,124,Player,,,(Look away.),,
7,125,Nugget,No. The pretty Lily says it's too dangerous since the fake principal man is looking for her now.,,,,
7,126,Player,,,Bummer.,,
7,127,Player,,,(Cure Nugget.),,
7,128,Nugget,What is Nugget's classmate doing with that-,,,,
7,129,PlayerCharacter,,,,,
7,130,Nugget,Nugget feels the goo leaving his body! Nugget sees the goo for what it is! Nugget will rid the world of goo!,,,,
7,131,Player,,,"That's great, Nugget.",,
7,132,Nugget,,,,,
7,134,Nugget,Nugget would like a word with his goo-curing friend... <kgwait>after the matter of the bad robot is resolved.,,,,
7,135,Player,,,Sounds good.,,
7,136,Nugget,The robot is defeated and-<kgwait> Nugget detects an evil device nearby.,,,,
7,137,Player,,,This thing?,,
7,138,Player,,,(Walk away.),,
7,139,Nugget,Yes!<kgwait> The device is EVIL!<kgwait> The device will explode with goo!<kgwait> Get it away from Nugget!,,,,
7,140,Player,,,(Get it away.),,
7,141,Nugget,Nugget thinks we have work to do.,,,,
7,142,Player,,,We do.,,
7,143,Davey,"Okay kid, spill it! Where's my dad?<kgwait> Is he evil? Why did he give you his special duck?!",,,,
7,144,Player,,,We're gonna cure Kevin.,,
7,145,Nugget,Yes. Nugget hears Kevin crying beneath the school. Nugget can hear all the goo! It screams. It howls.,,,,
7,146,Davey,Is that where my dad is? Beneath the school? In Linda's secret lair?,,,,
7,147,Player,,,He's down there.,,
7,148,Davey,"Then we have to go!<kgwait> Linda is normally in her lair during the school day, but I should be able to call her! She listens to me.",,,,
7,149,Nugget,Yes. Summon the gator. Nugget is going to go commune with the animals and the pretty Lily in the tree.,,,,
7,150,Player,,,You need this to cure the animals.,,
7,151,Nugget,Very well! Nugget will begin the process immediately!,,,,
7,152,PlayerCharacter,,,,,
7,153,Nugget,"Come with Nugget, little fishy. Nugget will rid you of goo.",,,,
7,154,PlayerCharacter,,,,,
7,155,Nugget,Nugget is feeling very very bad!<kgwait> Nugget cannot stop the the changes!,,,,
7,156,PlayerCharacter,,,,,
7,157,Player,,,Here ya go.,,
7,160,Nugget,Nugget appreciates the goo provided already... <kgwait>but Nugget craves more!,,,,
7,161,Player,,,I think you've had enough.,,
7,162,Player,,,I got some.,,
7,163,Nugget,Nugget is thrilled! Nugget will consume the goo after the show! Please keep the goo safe for Nugget.,,,,
7,164,Player,,,Will do.,,
7,165,Player,,,I have some for you.,,
7,166,Nugget,Nugget is grateful! Nugget will consume the goo at a later time.,,,,
7,167,Player,,,That's it?,,
7,168,Nugget,Did Nugget's goo-providing friend expect something in return?,,,,
7,169,Player,,,Kinda.,,
7,170,Nugget,That is too bad for Nugget's goo-providing friend.,,,,
7,171,Player,,,I guess it is.,,
7,172,Player,,,Do you want this?,,
7,173,Nugget,Nugget would love a nugget in these trying times.<kgwait> Just give Nugget a moment.<kgwait> Perhaps bring it to Nugget at lunch time?,,,,
7,174,Player,,,"Sure, buddy.",,
7,175,Player,,,Do you want this?,,
7,176,Nugget,Nugget is grateful!<kgwait> Nugget would give Nugget's nugget-giving friend a hug if-,,,,
7,177,Player,,,If what?,,
7,178,Nugget,If Nugget didn't have a claw.,,,,
7,179,Player,,,"Yeah, that would hurt.",,
7,180,Nugget,Please hug this bear of snuggling instead.,,,,
7,181,Player,,,It's a Snuggly Bear!,,
7,182,Nugget,"Nugget appreciates the nugget, but Nugget is still very hungry.",,,,
9,0,Player,,,,,
9,1,Nugget,,,,,
9,2,Nugget,,,,,
9,3,Nugget,,,,,
9,4,Nugget,,,,,
9,5,Nugget,,,,,
9,6,Nugget,,,,,
9,7,Nugget,,,,,
9,8,Nugget,,,,,
9,9,Nugget,,,,,
9,10,Nugget,,,,,
9,11,Nugget,,,,,
10,0,Player,,,,,
10,1,Nugget,Uhhh... what light through Nugget's window breaks? It is neat and pretty Lily is very pretty.,,,,
10,2,Lily,This is so stupid.,,,,
10,3,Teacher,Stay in character please!,,,,
10,4,Lily,Fine. The things I do to save kids around here.,,,,
10,5,Lily,"O Romeo, Romeo! Wherefore art thou Romeo? Deny thy-\n",,,,
10,6,Nugget,Nugget is not Romeo! Nugget is down here!,,,,
10,7,Nugget,"It is the pretty Lily! Nugget's love! O, that pretty Lily knew Nugget's love.",,,,
10,8,Teacher,No Nugget! You're supposed to be eavesdropping on her! You don't emerge until later!,,,,
11,0,Player,,,,,
11,1,Cindy,,,,,
11,2,Cindy,,,,,
11,3,Cindy,,,,,
11,4,Cindy,,,,,
12,0,Player,,,,,
12,1,Emmy,,,,,
12,2,Emmy,,,,,
12,3,Emmy,,,,,
12,4,Emmy,,,,,
12,5,Emmy,,,,,
13,0,Player,,,,,
13,1,Austin,,,,,
13,2,Austin,,,,,
13,3,Austin,,,,,
13,4,Austin,,,,,
13,5,Austin,,,,,
13,6,Austin,,,,,
14,0,Player,,,,,
14,1,Carla,,,,,
14,2,Carla,,,,,
14,3,Carla,,,,,
14,4,Carla,,,,,
14,5,Carla,,,,,
14,6,Carla,,,,,
14,7,Carla,,,,,
15,0,Player,,,,,
15,1,Lily,,,,,
15,2,Lily,,,,,
15,3,Lily,,,,,
15,4,Lily,,,,,
15,5,Lily,,,,,
15,6,Lily,,,,,
15,7,Lily,,,,,
15,8,Lily,,,,,
17,0,Player,,,,,
17,1,Monty,,,,,
17,2,Monty,,,,,
17,3,Monty,,,,,
